t_s,v_ms,f_ZZ_Hz,f_REF_Hz,H_eff_s,P_gov_MW,omega0_rads,Pelec0_MW,Pzz0_kW,lam0,omega1_rads,Pelec1_MW,Pzz1_kW,lam1,omega2_rads,Pelec2_MW,Pzz2_kW,lam2,omega3_rads,Pelec3_MW,Pzz3_kW,lam3,omega4_rads,Pelec4_MW,Pzz4_kW,lam4
2.38,12.482,50.0,50.0,4.009456,0.0,1.221,5.7977,-67.602,5.867,1.2393,6.2428,67.602,5.958,1.2393,6.244,67.602,5.959,1.221,5.7965,-67.602,5.866,1.2303,6.0219,0.0,5.913
2.4,12.484,50.0,50.0,4.009459,0.0,1.2216,5.811,-56.4,5.868,1.239,6.2371,56.4,5.956,1.2391,6.2383,56.4,5.956,1.2216,5.8098,-56.4,5.868,1.2304,6.0257,0.0,5.913
2.42,12.487,50.0,50.0,4.009461,0.0,1.2222,5.8245,-45.163,5.87,1.2388,6.2313,45.163,5.954,1.2388,6.2324,45.163,5.954,1.2222,5.8234,-45.163,5.87,1.2306,6.0295,0.0,5.912
2.44,12.49,50.0,50.0,4.009464,0.0,1.2228,5.8382,-33.897,5.871,1.2385,6.2252,33.897,5.951,1.2386,6.2263,33.897,5.951,1.2228,5.8371,-33.897,5.871,1.2308,6.0332,0.0,5.912
2.46,12.492,50.0,50.0,4.009466,0.0,1.2234,5.8521,-22.61,5.873,1.2382,6.2188,22.61,5.949,1.2383,6.2199,22.61,5.949,1.2234,5.8511,-22.61,5.873,1.2309,6.037,0.0,5.911
2.48,12.495,50.0,50.0,4.009469,0.0,1.224,5.8661,-11.309,5.875,1.2379,6.2123,11.309,5.946,1.238,6.2133,11.309,5.946,1.224,5.8652,-11.309,5.875,1.2311,6.0407,0.0,5.911
2.5,12.497,50.0,50.0,4.009471,0.0,1.2247,5.8804,0.0,5.877,1.2377,6.2055,-0.0,5.943,1.2377,6.2065,-0.0,5.944,1.2246,5.8795,0.0,5.876,1.2312,6.0444,0.0,5.91
2.52,12.5,50.0,50.0,4.009474,0.0,1.2253,5.8948,11.309,5.878,1.2373,6.1986,-11.309,5.941,1.2374,6.1995,-11.309,5.941,1.2252,5.8939,11.309,5.878,1.2314,6.0481,0.0,5.91
2.54,12.502,50.0,50.0,4.009476,0.0,1.2259,5.9093,22.61,5.88,1.237,6.1915,-22.61,5.938,1.2371,6.1924,-22.61,5.938,1.2259,5.9085,22.61,5.88,1.2316,6.0517,0.0,5.91
2.56,12.505,50.0,50.0,4.009479,0.0,1.2265,5.9239,33.897,5.882,1.2367,6.1842,-33.897,5.936,1.2368,6.1851,-33.897,5.936,1.2265,5.9232,33.897,5.882,1.2317,6.0554,0.0,5.909
2.58,12.507,50.0,50.0,4.009481,0.0,1.2272,5.9387,45.163,5.884,1.2364,6.1767,-45.163,5.933,1.2364,6.1776,-45.163,5.933,1.2272,5.938,45.163,5.884,1.2319,6.059,0.0,5.909
2.6,12.51,50.0,50.0,4.009484,0.0,1.2278,5.9536,56.4,5.886,1.2361,6.1692,-56.4,5.93,1.2361,6.1699,-56.4,5.93,1.2278,5.9529,56.4,5.886,1.232,6.0626,0.0,5.908
2.62,12.512,50.0,50.0,4.009486,0.0,1.2285,5.9686,67.602,5.888,1.2357,6.1614,-67.602,5.927,1.2358,6.1622,-67.602,5.928,1.2285,5.9679,67.602,5.888,1.2322,6.0662,0.0,5.908
2.64,12.514,50.0,50.0,4.009488,0.0,1.2291,5.9837,78.76,5.89,1.2354,6.1536,-78.76,5.925,1.2354,6.1543,-78.76,5.925,1.2291,5.983,78.76,5.89,1.2323,6.0697,0.0,5.908
2.66,12.517,50.0,50.0,4.009491,0.0,1.2298,5.9988,89.869,5.892,1.2351,6.1456,-89.869,5.922,1.2351,6.1463,-89.869,5.922,1.2298,5.9982,89.869,5.892,1.2325,6.0732,0.0,5.907
2.68,12.519,50.0,50.0,4.009493,0.0,1.2304,6.014,100.922,5.894,1.2347,6.1375,-100.922,5.919,1.2347,6.1382,-100.922,5.919,1.2304,6.0135,100.922,5.894,1.2326,6.0768,0.0,5.907
2.7,12.521,50.0,50.0,4.009495,0.0,1.2311,6.0293,111.91,5.896,1.2344,6.1294,-111.91,5.916,1.2344,6.13,-111.91,5.917,1.2311,6.0288,111.91,5.896,1.2328,6.0802,0.0,5.906
2.72,12.524,50.0,50.0,4.009498,0.0,1.2317,6.0446,122.828,5.898,1.234,6.1211,-122.828,5.914,1.234,6.1217,-122.828,5.914,1.2317,6.0441,122.828,5.898,1.2329,6.0837,0.0,5.906
2.74,12.526,50.0,50.0,4.0095,0.0,1.2324,6.0599,133.669,5.9,1.2336,6.1128,-133.669,5.911,1.2337,6.1133,-133.669,5.911,1.2324,6.0595,133.669,5.9,1.2331,6.0871,0.0,5.906
2.76,12.528,50.0,50.0,4.009502,0.0,1.2331,6.0753,144.425,5.902,1.2333,6.1044,-144.425,5.908,1.2333,6.1049,-144.425,5.908,1.233,6.0748,144.425,5.902,1.2332,6.0906,0.0,5.905
2.78,12.531,50.0,50.0,4.009505,0.0,1.2337,6.0906,155.089,5.904,1.2329,6.0959,-155.089,5.905,1.2329,6.0964,-155.089,5.905,1.2337,6.0902,155.089,5.904,1.2333,6.0939,0.0,5.905
2.8,12.533,50.0,50.0,4.009507,0.0,1.2344,6.106,165.656,5.906,1.2326,6.0874,-165.656,5.902,1.2326,6.0879,-165.656,5.903,1.2344,6.1056,165.656,5.906,1.2335,6.0973,0.0,5.905
2.82,12.535,50.0,50.0,4.009509,0.0,1.235,6.1214,176.118,5.908,1.2322,6.0788,-176.118,5.9,1.2322,6.0793,-176.118,5.9,1.235,6.121,176.118,5.908,1.2336,6.1007,0.0,5.904
2.84,12.537,50.0,50.0,4.009511,0.0,1.2357,6.1367,186.469,5.91,1.2318,6.0702,-186.469,5.897,1.2318,6.0707,-186.469,5.897,1.2357,6.1364,186.469,5.91,1.2338,6.104,0.0,5.904
2.86,12.54,50.0,50.0,4.009513,0.0,1.2363,6.152,196.702,5.913,1.2314,6.0616,-196.702,5.894,1.2315,6.062,-196.702,5.894,1.2363,6.1517,196.702,5.912,1.2339,6.1073,0.0,5.903
2.88,12.542,50.0,50.0,4.009516,0.0,1.237,6.1673,206.811,5.915,1.2311,6.053,-206.811,5.891,1.2311,6.0534,-206.811,5.891,1.237,6.167,206.811,5.915,1.234,6.1106,0.0,5.903
2.9,12.544,50.0,50.0,4.009518,0.0,1.2376,6.1826,216.789,5.917,1.2307,6.0444,-216.789,5.889,1.2307,6.0447,-216.789,5.889,1.2376,6.1823,216.789,5.917,1.2342,6.1138,0.0,5.903
2.92,12.546,50.0,50.0,4.00952,0.0,1.2383,6.1978,226.63,5.919,1.2303,6.0357,-226.63,5.886,1.2304,6.0361,-226.63,5.886,1.2382,6.1975,226.63,5.919,1.2343,6.1171,0.0,5.902
2.94,12.548,50.0,50.0,4.009522,0.0,1.2389,6.2129,236.329,5.921,1.23,6.0271,-236.329,5.883,1.23,6.0275,-236.329,5.883,1.2389,6.2127,236.329,5.921,1.2345,6.1203,0.0,5.902
2.96,12.55,50.0,50.0,4.009524,0.0,1.2395,6.228,245.877,5.923,1.2296,6.0185,-245.877,5.88,1.2296,6.0189,-245.877,5.88,1.2395,6.2277,245.877,5.923,1.2346,6.1235,0.0,5.902
2.98,12.552,50.0,50.0,4.009526,0.0,1.2402,6.2429,255.271,5.925,1.2292,6.0099,-255.271,5.878,1.2293,6.0103,-255.271,5.878,1.2402,6.2427,255.271,5.925,1.2347,6.1266,0.0,5.901
3.0,12.554,50.0,50.0,4.009528,0.0,1.2408,6.2578,264.503,5.927,1.2289,6.0014,-264.503,5.875,1.2289,6.0017,-264.503,5.875,1.2408,6.2576,264.503,5.927,1.2349,6.1298,0.0,5.901
3.02,12.556,50.0,50.0,4.00953,0.0,1.2414,6.2726,273.569,5.929,1.2285,5.9929,-273.569,5.872,1.2285,5.9933,-273.569,5.872,1.2414,6.2724,273.569,5.929,1.235,6.1329,0.0,5.901
3.04,12.558,50.0,50.0,4.009532,0.0,1.242,6.2873,282.461,5.931,1.2282,5.9845,-282.461,5.869,1.2282,5.9848,-282.461,5.87,1.242,6.2871,282.461,5.931,1.2351,6.136,0.0,5.9
3.06,12.56,50.0,50.0,4.009534,0.0,1.2426,6.3019,291.175,5.933,1.2278,5.9761,-291.175,5.867,1.2278,5.9764,-291.175,5.867,1.2426,6.3017,291.175,5.933,1.2353,6.139,0.0,5.9
3.08,12.562,50.0,50.0,4.009536,0.0,1.2432,6.3163,299.705,5.935,1.2274,5.9678,-299.705,5.864,1.2275,5.9681,-299.705,5.864,1.2432,6.3161,299.705,5.935,1.2354,6.1421,0.0,5.9
3.1,12.564,50.0,50.0,4.009538,0.0,1.2438,6.3306,308.046,5.937,1.2271,5.9596,-308.046,5.862,1.2271,5.9599,-308.046,5.862,1.2438,6.3304,308.046,5.937,1.2355,6.1451,0.0,5.899
3.12,12.566,50.0,50.0,4.00954,0.0,1.2444,6.3448,316.192,5.939,1.2267,5.9514,-316.192,5.859,1.2268,5.9518,-316.192,5.859,1.2444,6.3446,316.192,5.939,1.2356,6.1481,0.0,5.899
3.14,12.568,50.0,50.0,4.009542,0.0,1.245,6.3588,324.139,5.941,1.2264,5.9434,-324.139,5.856,1.2264,5.9437,-324.139,5.856,1.245,6.3586,324.139,5.941,1.2358,6.1511,0.0,5.899
3.16,12.57,50.0,50.0,4.009544,0.0,1.2456,6.3727,331.881,5.943,1.2261,5.9354,-331.881,5.854,1.2261,5.9358,-331.881,5.854,1.2456,6.3725,331.881,5.943,1.2359,6.154,0.0,5.899
3.18,12.572,50.0,50.0,4.009546,0.0,1.2461,6.3864,339.413,5.944,1.2257,5.9276,-339.413,5.851,1.2258,5.9279,-339.413,5.851,1.2461,6.3862,339.413,5.944,1.236,6.157,0.0,5.898
3.2,12.574,50.0,50.0,4.009548,0.0,1.2467,6.4,346.731,5.946,1.2254,5.9198,-346.731,5.849,1.2254,5.9202,-346.731,5.849,1.2467,6.3997,346.731,5.946,1.2361,6.1599,0.0,5.898
3.22,12.576,50.0,50.0,4.00955,0.0,1.2473,6.4134,353.83,5.948,1.2251,5.9122,-353.83,5.846,1.2251,5.9126,-353.83,5.847,1.2472,6.4131,353.83,5.948,1.2363,6.1628,0.0,5.898
3.24,12.578,50.0,50.0,4.009552,0.0,1.2478,6.4265,360.705,5.95,1.2248,5.9047,-360.705,5.844,1.2248,5.9051,-360.705,5.844,1.2478,6.4262,360.705,5.95,1.2364,6.1656,0.0,5.897
3.26,12.58,50.0,50.0,4.009553,0.0,1.2483,6.4395,367.353,5.952,1.2245,5.8974,-367.353,5.842,1.2245,5.8978,-367.353,5.842,1.2483,6.4392,367.353,5.952,1.2365,6.1684,0.0,5.897
3.28,12.581,50.0,50.0,4.009555,0.0,1.2489,6.4523,373.768,5.953,1.2242,5.8901,-373.768,5.839,1.2242,5.8906,-373.768,5.839,1.2489,6.452,373.768,5.953,1.2366,6.1713,0.0,5.897
3.3,12.583,50.0,50.0,4.009557,0.0,1.2494,6.4649,379.948,5.955,1.2239,5.8831,-379.948,5.837,1.2239,5.8836,-379.948,5.837,1.2494,6.4646,379.948,5.955,1.2367,6.174,0.0,5.897
3.32,12.585,50.0,50.0,4.009559,0.0,1.2499,6.4773,385.887,5.957,1.2236,5.8762,-385.887,5.835,1.2236,5.8767,-385.887,5.835,1.2499,6.4769,385.887,5.957,1.2368,6.1768,0.0,5.896
3.34,12.587,50.0,50.0,4.009561,0.0,1.2504,6.4895,391.583,5.958,1.2233,5.8694,-391.583,5.833,1.2233,5.87,-391.583,5.833,1.2504,6.4891,391.583,5.958,1.237,6.1795,0.0,5.896
3.36,12.588,50.0,50.0,4.009562,0.0,1.2509,6.5014,397.031,5.96,1.223,5.8628,-397.031,5.831,1.223,5.8634,-397.031,5.831,1.2509,6.501,397.031,5.96,1.2371,6.1823,0.0,5.896
3.38,12.59,50.0,50.0,4.009564,0.0,1.2514,6.5131,402.229,5.961,1.2227,5.8564,-402.229,5.828,1.2228,5.857,-402.229,5.829,1.2513,6.5127,402.229,5.961,1.2372,6.1849,0.0,5.895
3.4,12.592,50.0,50.0,4.009566,0.0,1.2518,6.5246,407.172,5.963,1.2225,5.8502,-407.172,5.826,1.2225,5.8508,-407.172,5.826,1.2518,6.5241,407.172,5.963,1.2373,6.1876,0.0,5.895
3.42,12.593,50.0,50.0,4.009567,0.0,1.2523,6.5359,411.859,5.964,1.2222,5.8441,-411.859,5.824,1.2222,5.8448,-411.859,5.824,1.2523,6.5353,411.859,5.964,1.2374,6.1903,0.0,5.895
3.44,12.595,50.0,50.0,4.009569,0.0,1.2527,6.5468,416.285,5.966,1.222,5.8383,-416.285,5.822,1.222,5.839,-416.285,5.822,1.2527,6.5463,416.285,5.965,1.2375,6.1929,0.0,5.895
3.46,12.597,50.0,50.0,4.009571,0.0,1.2532,6.5576,420.448,5.967,1.2217,5.8326,-420.448,5.82,1.2218,5.8334,-420.448,5.821,1.2531,6.557,420.448,5.967,1.2376,6.1955,0.0,5.894
3.48,12.598,50.0,50.0,4.009572,0.0,1.2536,6.5681,424.346,5.968,1.2215,5.8272,-424.346,5.819,1.2215,5.828,-424.346,5.819,1.2536,6.5674,424.346,5.968,1.2377,6.198,0.0,5.894
3.5,12.6,50.0,50.0,4.009574,0.0,1.254,6.5783,427.975,5.97,1.2213,5.8219,-427.975,5.817,1.2213,5.8228,-427.975,5.817,1.254,6.5776,427.975,5.969,1.2378,6.2006,0.0,5.894
3.52,12.602,50.0,50.0,4.009576,0.0,1.2544,6.5882,431.335,5.971,1.2211,5.8169,-431.335,5.815,1.2211,5.8178,-431.335,5.815,1.2544,6.5875,431.335,5.971,1.2379,6.2031,0.0,5.894
3.54,12.603,50.0,50.0,4.009577,0.0,1.2548,6.5979,434.422,5.972,1.2209,5.8121,-434.422,5.813,1.2209,5.813,-434.422,5.813,1.2548,6.5971,434.422,5.972,1.2381,6.2056,0.0,5.894
3.56,12.605,50.0,50.0,4.009579,0.0,1.2552,6.6073,437.234,5.973,1.2207,5.8075,-437.234,5.812,1.2207,5.8085,-437.234,5.812,1.2551,6.6065,437.234,5.973,1.2382,6.2081,0.0,5.893
3.58,12.606,50.0,50.0,4.00958,0.0,1.2555,6.6164,439.771,5.974,1.2205,5.8031,-439.771,5.81,1.2206,5.8041,-439.771,5.81,1.2555,6.6155,439.771,5.974,1.2383,6.2105,0.0,5.893
3.6,12.608,50.0,50.0,4.009582,0.0,1.2559,6.6253,442.029,5.975,1.2203,5.799,-442.029,5.808,1.2204,5.8001,-442.029,5.809,1.2559,6.6243,442.029,5.975,1.2384,6.213,0.0,5.893
3.62,12.609,50.0,50.0,4.009583,0.0,1.2562,6.6338,444.009,5.976,1.2202,5.7951,-444.009,5.807,1.2202,5.7962,-444.009,5.807,1.2562,6.6328,444.009,5.976,1.2385,6.2154,0.0,5.893
3.64,12.611,50.0,50.0,4.009585,0.0,1.2566,6.642,445.708,5.977,1.22,5.7915,-445.708,5.805,1.2201,5.7926,-445.708,5.806,1.2565,6.641,445.708,5.977,1.2386,6.2177,0.0,5.892
3.66,12.612,50.0,50.0,4.009586,0.0,1.2569,6.65,447.125,5.978,1.2199,5.788,-447.125,5.804,1.22,5.7893,-447.125,5.804,1.2568,6.6489,447.125,5.978,1.2387,6.2201,0.0,5.892
3.68,12.614,50.0,50.0,4.009588,0.0,1.2572,6.6576,448.26,5.979,1.2198,5.7849,-448.26,5.803,1.2198,5.7862,-448.26,5.803,1.2571,6.6565,448.26,5.978,1.2388,6.2224,0.0,5.892
3.7,12.615,50.0,50.0,4.009589,0.0,1.2575,6.665,449.112,5.979,1.2197,5.782,-449.112,5.802,1.2197,5.7833,-449.112,5.802,1.2574,6.6638,449.112,5.979,1.2389,6.2247,0.0,5.892
3.72,12.616,50.0,50.0,4.009591,0.0,1.2578,6.672,449.68,5.98,1.2196,5.7793,-449.68,5.8,1.2196,5.7807,-449.68,5.801,1.2577,6.6708,449.68,5.98,1.239,6.227,0.0,5.892
3.74,12.618,50.0,50.0,4.009592,0.0,1.258,6.6788,449.964,5.981,1.2195,5.7769,-449.964,5.799,1.2195,5.7784,-449.964,5.799,1.258,6.6774,449.964,5.981,1.239,6.2293,0.0,5.891
3.76,12.619,50.0,50.0,4.009593,0.0,1.2554,6.6852,-449.964,5.981,1.2223,5.7748,449.964,5.798,1.2224,5.7763,449.964,5.798,1.2554,6.6838,-449.964,5.981,1.2391,6.2315,0.0,5.891
3.78,12.621,50.0,50.0,4.009595,0.0,1.253,6.6222,-449.68,5.968,1.225,5.8411,449.68,5.811,1.2251,5.8426,449.68,5.811,1.2529,6.6207,-449.68,5.968,1.2392,6.2337,0.0,5.891
3.8,12.622,50.0,50.0,4.009596,0.0,1.2507,6.5636,-449.112,5.956,1.2275,5.9032,449.112,5.823,1.2276,5.9049,449.112,5.824,1.2507,6.5621,-449.112,5.956,1.2393,6.2359,0.0,5.891
3.82,12.623,50.0,50.0,4.009598,0.0,1.2486,6.5092,-448.26,5.945,1.2299,5.9615,448.26,5.835,1.2299,5.9632,448.26,5.835,1.2485,6.5076,-448.26,5.945,1.2394,6.238,0.0,5.891
3.84,12.625,50.0,50.0,4.009599,0.0,1.2466,6.4586,-447.125,5.934,1.2321,6.0161,447.125,5.845,1.2321,6.0179,447.125,5.846,1.2466,6.457,-447.125,5.934,1.2395,6.2402,0.0,5.891
3.86,12.626,50.0,50.0,4.009601,0.0,1.2448,6.4117,-445.708,5.924,1.2341,6.0672,445.708,5.855,1.2342,6.0691,445.708,5.855,1.2447,6.41,-445.708,5.924,1.2396,6.2423,0.0,5.89
3.88,12.627,50.0,50.0,4.009602,0.0,1.2431,6.3682,-444.009,5.915,1.236,6.1151,444.009,5.864,1.2361,6.117,444.009,5.864,1.243,6.3664,-444.009,5.915,1.2397,6.2444,0.0,5.89
3.9,12.628,50.0,50.0,4.009604,0.0,1.2415,6.3278,-442.029,5.906,1.2378,6.1598,442.029,5.873,1.2379,6.1618,442.029,5.873,1.2415,6.326,-442.029,5.906,1.2398,6.2464,0.0,5.89
3.92,12.63,50.0,50.0,4.009605,0.0,1.2401,6.2903,-439.771,5.898,1.2394,6.2016,439.771,5.88,1.2395,6.2037,439.771,5.881,1.24,6.2885,-439.771,5.898,1.2398,6.2485,0.0,5.89
3.94,12.631,50.0,50.0,4.009606,0.0,1.2387,6.2557,-437.234,5.891,1.241,6.2407,437.234,5.888,1.2411,6.2428,437.234,5.888,1.2386,6.2538,-437.234,5.89,1.2399,6.2505,0.0,5.89
3.96,12.632,50.0,50.0,4.009608,0.0,1.2375,6.2237,-434.422,5.884,1.2424,6.2771,434.422,5.894,1.2425,6.2792,434.422,5.895,1.2374,6.2217,-434.422,5.883,1.24,6.2525,0.0,5.89
3.98,12.633,50.0,50.0,4.009609,0.0,1.2363,6.1941,-431.335,5.877,1.2437,6.311,431.335,5.901,1.2438,6.3132,431.335,5.901,1.2362,6.1921,-431.335,5.877,1.2401,6.2544,0.0,5.889
4.0,12.634,50.0,50.0,4.009611,0.0,1.2352,6.1668,-427.975,5.871,1.245,6.3425,427.975,5.906,1.2451,6.3448,427.975,5.907,1.2351,6.1648,-427.975,5.871,1.2402,6.2564,0.0,5.889
4.02,12.635,50.0,50.0,4.009612,0.0,1.2343,6.1417,-424.346,5.866,1.2461,6.3719,424.346,5.912,1.2462,6.3741,424.346,5.912,1.2342,6.1396,-424.346,5.865,1.2403,6.2583,0.0,5.889
4.04,12.637,50.0,50.0,4.009613,0.0,1.2333,6.1186,-420.448,5.86,1.2472,6.3991,420.448,5.917,1.2473,6.4014,420.448,5.917,1.2333,6.1165,-420.448,5.86,1.2403,6.2602,0.0,5.889
4.06,12.638,50.0,50.0,4.009615,0.0,1.2325,6.0974,-416.285,5.856,1.2481,6.4243,416.285,5.921,1.2482,6.4266,416.285,5.922,1.2324,6.0953,-416.285,5.855,1.2404,6.2621,0.0,5.889
4.08,12.639,50.0,50.0,4.009616,0.0,1.2318,6.0781,-411.859,5.851,1.249,6.4476,411.859,5.925,1.2491,6.45,411.859,5.926,1.2317,6.0759,-411.859,5.851,1.2405,6.2639,0.0,5.889
4.1,12.64,50.0,50.0,4.009617,0.0,1.2311,6.0604,-407.172,5.847,1.2499,6.4692,407.172,5.929,1.25,6.4716,407.172,5.93,1.231,6.0583,-407.172,5.847,1.2406,6.2657,0.0,5.889
4.12,12.641,50.0,50.0,4.009618,0.0,1.2305,6.0444,-402.229,5.843,1.2506,6.489,402.229,5.933,1.2507,6.4914,402.229,5.933,1.2304,6.0422,-402.229,5.843,1.2406,6.2675,0.0,5.888
4.14,12.642,50.0,50.0,4.009619,0.0,1.2299,6.0299,-397.031,5.84,1.2513,6.5073,397.031,5.936,1.2514,6.5097,397.031,5.936,1.2298,6.0277,-397.031,5.839,1.2407,6.2693,0.0,5.888
4.16,12.643,50.0,50.0,4.009621,0.0,1.2294,6.0168,-391.583,5.837,1.252,6.524,391.583,5.939,1.2521,6.5264,391.583,5.939,1.2293,6.0146,-391.583,5.836,1.2408,6.2711,0.0,5.888
4.18,12.644,50.0,50.0,4.009622,0.0,1.229,6.0051,-385.887,5.834,1.2526,6.5393,385.887,5.941,1.2527,6.5417,385.887,5.942,1.2289,6.0029,-385.887,5.834,1.2409,6.2728,0.0,5.888
4.2,12.645,50.0,50.0,4.009623,0.0,1.2286,5.9947,-379.948,5.831,1.2531,6.5532,379.948,5.943,1.2532,6.5556,379.948,5.944,1.2285,5.9925,-379.948,5.831,1.2409,6.2745,0.0,5.888
4.22,12.646,50.0,50.0,4.009624,0.0,1.2282,5.9855,-373.768,5.829,1.2536,6.5658,373.768,5.945,1.2537,6.5682,373.768,5.946,1.2281,5.9833,-373.768,5.829,1.241,6.2762,0.0,5.888
4.24,12.647,50.0,50.0,4.009625,0.0,1.2279,5.9775,-367.353,5.827,1.254,6.5772,367.353,5.947,1.2541,6.5796,367.353,5.948,1.2278,5.9753,-367.353,5.827,1.2411,6.2778,0.0,5.888
4.26,12.648,50.0,50.0,4.009626,0.0,1.2277,5.9705,-360.705,5.825,1.2544,6.5874,360.705,5.949,1.2545,6.5898,360.705,5.949,1.2276,5.9683,-360.705,5.825,1.2411,6.2795,0.0,5.888
4.28,12.649,50.0,50.0,4.009627,0.0,1.2275,5.9646,-353.83,5.824,1.2547,6.5965,353.83,5.95,1.2548,6.5989,353.83,5.951,1.2274,5.9624,-353.83,5.823,1.2412,6.2811,0.0,5.887
4.3,12.649,50.0,50.0,4.009628,0.0,1.2273,5.9597,-346.731,5.822,1.255,6.6045,346.731,5.951,1.2551,6.6069,346.731,5.952,1.2272,5.9576,-346.731,5.822,1.2413,6.2826,0.0,5.887
4.32,12.65,50.0,50.0,4.009629,0.0,1.2271,5.9558,-339.413,5.821,1.2552,6.6115,339.413,5.952,1.2553,6.6139,339.413,5.953,1.2271,5.9536,-339.413,5.82,1.2413,6.2842,0.0,5.887
4.34,12.651,50.0,50.0,4.00963,0.0,1.2271,5.9527,-331.881,5.82,1.2554,6.6176,331.881,5.953,1.2555,6.6199,331.881,5.954,1.227,5.9506,-331.881,5.819,1.2414,6.2857,0.0,5.887
4.36,12.652,50.0,50.0,4.009631,0.0,1.227,5.9505,-324.139,5.819,1.2556,6.6227,324.139,5.954,1.2557,6.6251,324.139,5.954,1.2269,5.9484,-324.139,5.819,1.2415,6.2872,0.0,5.887
4.38,12.653,50.0,50.0,4.009632,0.0,1.227,5.9491,-316.192,5.818,1.2558,6.627,316.192,5.954,1.2559,6.6293,316.192,5.955,1.2269,5.947,-316.192,5.818,1.2415,6.2887,0.0,5.887
4.4,12.654,50.0,50.0,4.009633,0.0,1.227,5.9485,-308.046,5.818,1.2559,6.6305,308.046,5.954,1.256,6.6327,308.046,5.955,1.2269,5.9464,-308.046,5.817,1.2416,6.2902,0.0,5.887
4.42,12.654,50.0,50.0,4.009634,0.0,1.227,5.9486,-299.705,5.818,1.256,6.6331,299.705,5.955,1.256,6.6354,299.705,5.955,1.2269,5.9465,-299.705,5.817,1.2416,6.2916,0.0,5.887
4.44,12.655,50.0,50.0,4.009635,0.0,1.2271,5.9494,-291.175,5.817,1.256,6.635,291.175,5.955,1.2561,6.6372,291.175,5.955,1.227,5.9474,-291.175,5.817,1.2417,6.293,0.0,5.887
4.46,12.656,50.0,50.0,4.009635,0.0,1.2272,5.9509,-282.461,5.817,1.256,6.6362,282.461,5.954,1.2561,6.6384,282.461,5.955,1.2271,5.9489,-282.461,5.817,1.2418,6.2944,0.0,5.887
4.48,12.657,50.0,50.0,4.009636,0.0,1.2273,5.953,-273.569,5.817,1.256,6.6367,273.569,5.954,1.2561,6.6388,273.569,5.955,1.2272,5.9511,-273.569,5.817,1.2418,6.2958,0.0,5.887
4.5,12.657,50.0,50.0,4.009637,0.0,1.2274,5.9557,-264.503,5.818,1.256,6.6365,264.503,5.954,1.2561,6.6386,264.503,5.954,1.2273,5.9538,-264.503,5.817,1.2419,6.2971,0.0,5.887
4.52,12.658,50.0,50.0,4.009638,0.0,1.2276,5.959,-255.271,5.818,1.2559,6.6357,255.271,5.953,1.256,6.6378,255.271,5.954,1.2275,5.9572,-255.271,5.818,1.2419,6.2985,0.0,5.887
4.54,12.659,50.0,50.0,4.009639,0.0,1.2278,5.9629,-245.877,5.818,1.2558,6.6344,245.877,5.953,1.2559,6.6364,245.877,5.953,1.2277,5.9611,-245.877,5.818,1.242,6.2998,0.0,5.886
4.56,12.659,50.0,50.0,4.00964,0.0,1.228,5.9673,-236.329,5.819,1.2557,6.6324,236.329,5.952,1.2558,6.6344,236.329,5.952,1.2279,5.9655,-236.329,5.819,1.242,6.301,0.0,5.886
4.58,12.66,50.0,50.0,4.00964,0.0,1.2282,5.9722,-226.63,5.82,1.2556,6.6299,226.63,5.951,1.2557,6.6318,226.63,5.952,1.2281,5.9705,-226.63,5.819,1.2421,6.3023,0.0,5.886
4.6,12.661,50.0,50.0,4.009641,0.0,1.2285,5.9776,-216.789,5.821,1.2555,6.6269,216.789,5.95,1.2555,6.6287,216.789,5.951,1.2284,5.9759,-216.789,5.82,1.2421,6.3035,0.0,5.886
4.62,12.661,50.0,50.0,4.009642,0.0,1.2287,5.9834,-206.811,5.821,1.2553,6.6233,206.811,5.949,1.2554,6.6252,206.811,5.95,1.2287,5.9818,-206.811,5.821,1.2422,6.3047,0.0,5.886
4.64,12.662,50.0,50.0,4.009643,0.0,1.229,5.9897,-196.702,5.822,1.2551,6.6193,196.702,5.948,1.2552,6.6211,196.702,5.949,1.229,5.9881,-196.702,5.822,1.2422,6.3059,0.0,5.886
4.66,12.663,50.0,50.0,4.009644,0.0,1.2293,5.9964,-186.469,5.824,1.2549,6.6148,186.469,5.947,1.255,6.6166,186.469,5.948,1.2293,5.9949,-186.469,5.823,1.2423,6.307,0.0,5.886
4.68,12.663,50.0,50.0,4.009644,0.0,1.2297,6.0035,-176.118,5.825,1.2547,6.6099,176.118,5.946,1.2548,6.6116,176.118,5.946,1.2296,6.0021,-176.118,5.824,1.2423,6.3082,0.0,5.886
4.7,12.664,50.0,50.0,4.009645,0.0,1.23,6.011,-165.656,5.826,1.2545,6.6046,165.656,5.945,1.2545,6.6062,165.656,5.945,1.2299,6.0096,-165.656,5.826,1.2424,6.3093,0.0,5.886
4.72,12.664,50.0,50.0,4.009646,0.0,1.2303,6.0189,-155.089,5.827,1.2542,6.5989,155.089,5.943,1.2543,6.6005,155.089,5.944,1.2303,6.0175,-155.089,5.827,1.2424,6.3104,0.0,5.886
4.74,12.665,50.0,50.0,4.009646,0.0,1.2307,6.0271,-144.425,5.829,1.2539,6.5927,144.425,5.942,1.254,6.5943,144.425,5.942,1.2307,6.0258,-144.425,5.829,1.2425,6.3114,0.0,5.886
